1538572340769,1538572340914,1538572340917,1538572340879,148
1538572340964,1538572340973,1538572340936,1538572340994,58
1538572341065,1538572341038,1538572341051,1538572340999,66
1538572341086,1538572341090,1538572341089,1538572341113,27
1538572341148,1538572341149,1538572341153,1538572341118,35
1538572342095,1538572342083,1538572342077,1538572342076,19
1538572345086,1538572345086,1538572345086,1538572345082,4
1538572346848,1538572346847,1538572346851,1538572346849,4
1538572348355,1538572348357,1538572348375,1538572348375,20
1538572350174,1538572350113,1538572350113,1538572350174,61
1538572351978,1538572351992,1538572351986,1538572351936,56
1538572353793,1538572353806,1538572353792,1538572353794,14
1538572355728,1538572355726,1538572355725,1538572355728,3
1538572358082,1538572358025,1538572358041,1538572358020,62
1538572358630,1538572358688,1538572358705,1538572358633,75
1538572358806,1538572358790,1538572358798,1538572358802,16
1538572358825,1538572358812,1538572358816,1538572358818,13
1538572359072,1538572359072,1538572359061,1538572359062,11
1538572359690,1538572359616,1538572359674,1538572359690,74
1538572359705,1538572359716,1538572359714,1538572359699,17
1538572359726,1538572359732,1538572359736,1538572359725,11
1538572359826,1538572359831,1538572359817,1538572359819,14
1538572359844,1538572359836,1538572359838,1538572359841,8
1538572359865,1538572359851,1538572359855,1538572359863,14
1538572359884,1538572359951,1538572359875,1538572359873,78
1538572360346,1538572360346,1538572360347,1538572360346,1
1538572360487,1538572360494,1538572360498,1538572360350,148
1538572361131,1538572361141,1538572361137,1538572361120,21
1538572361183,1538572361190,1538572361195,1538572361213,30
1538572361224,1538572361220,1538572361220,1538572361220,4
1538572361386,1538572361391,1538572361398,1538572361258,140
1538572361428,1538572361432,1538572361418,1538572361418,14
1538572361446,1538572361454,1538572361439,1538572361439,15
1538572362483,1538572362483,1538572362535,1538572362536,53
1538572363125,1538572363126,1538572363125,1538572363126,1
1538572363131,1538572363131,1538572363131,1538572363131,0
1538572363635,1538572363635,1538572363637,1538572363634,3
1538572363684,1538572363656,1538572363656,1538572363652,32
1538572363705,1538572363692,1538572363696,1538572363699,13
1538572364018,1538572364019,1538572364019,1538572364004,15
1538572364026,1538572364034,1538572364036,1538572364023,13
1538572364045,1538572364054,1538572364054,1538572364041,13
1538572364065,1538572364071,1538572364072,1538572364064,8
1538572364082,1538572364086,1538572364080,1538572364080,6
1538572364770,1538572364770,1538572364770,1538572364770,0
1538572364774,1538572364774,1538572364774,1538572364774,0
1538572364778,1538572364778,1538572364778,1538572364778,0
1538572364782,1538572364782,1538572364782,1538572364782,0
1538572366076,1538572366075,1538572366076,1538572366167,92
1538572369393,1538572369397,1538572369361,1538572369345,52
1538572369405,1538572369403,1538572369414,1538572369420,17
1538572371700,1538572371700,1538572371700,1538572371704,4
1538572374984,1538572374978,1538572375018,1538572375018,40
1538572377876,1538572377844,1538572377876,1538572377879,35
1538572381122,1538572381121,1538572381121,1538572381168,47
1538572384402,1538572384402,1538572384402,1538572384402,0
1538572396097,1538572396096,1538572396091,1538572396098,7
1538572397304,1538572397304,1538572397304,1538572397305,1
1538572409999,1538572409999,1538572409999,1538572409996,3
1538572410389,1538572410391,1538572410391,1538572410391,2
1538572413594,1538572413594,1538572413581,1538572413594,13
1538572413599,1538572413599,1538572413599,1538572413599,0
1538572413602,1538572413602,1538572413602,1538572413602,0
1538572413666,1538572413650,1538572413617,1538572413605,61
1538572414068,1538572414080,1538572414081,1538572414093,25
1538572414206,1538572414211,1538572414212,1538572414219,13
1538572414226,1538572414234,1538572414233,1538572414238,12
1538572414854,1538572414814,1538572414837,1538572414853,40
1538572414905,1538572414919,1538572414913,1538572414917,14
1538572414924,1538572414929,1538572414931,1538572414933,9
1538572415022,1538572415037,1538572415013,1538572415015,24
1538572415063,1538572415053,1538572415057,1538572415057,10
1538572415106,1538572415139,1538572415114,1538572415098,41
1538572415145,1538572415144,1538572415144,1538572415144,1
1538572415166,1538572415150,1538572415156,1538572415158,16
1538572415187,1538572415169,1538572415175,1538572415175,18
1538572415191,1538572415191,1538572415197,1538572415200,9
1538572415204,1538572415209,1538572415214,1538572415220,16
1538572415225,1538572415234,1538572415232,1538572415235,10
1538572415245,1538572415250,1538572415254,1538572415258,13
1538572415262,1538572415265,1538572415275,1538572415278,16
1538572415284,1538572415289,1538572415295,1538572415295,11
1538572415303,1538572415307,1538572415314,1538572415316,13
1538572415342,1538572415389,1538572415396,1538572415398,56
1538572415411,1538572415432,1538572415410,1538572415441,31
1538572415585,1538572415588,1538572415596,1538572415598,13
1538572416247,1538572416247,1538572416247,1538572416247,0
1538572419574,1538572419574,1538572419574,1538572419526,48
1538572420573,1538572420573,1538572420576,1538572420573,3
1538572420579,1538572420586,1538572420586,1538572420586,7
1538572554915,1538572554981,1538572554907,1538572554900,81
1538572555560,1538572555560,1538572555560,1538572555560,0
1538572556633,1538572556634,1538572556633,1538572556633,1
1538572621175,1538572621166,1538572621188,1538572621186,22
1538572622343,1538572622372,1538572622319,1538572622318,54
1538572623407,1538572623406,1538572623407,1538572623406,1
1538572623411,1538572623412,1538572623412,1538572623411,1
1538572624016,1538572624016,1538572624017,1538572624017,1
1538572624397,1538572624399,1538572624400,1538572624400,3
1538572624529,1538572624545,1538572624405,1538572624543,140
1538572624551,1538572624560,1538572624558,1538572624552,9
1538572624564,1538572624567,1538572624578,1538572624571,14
1538572625124,1538572625124,1538572625123,1538572625123,1
1538572625527,1538572625527,1538572625527,1538572625527,0
1538572625532,1538572625532,1538572625532,1538572625532,0
1538572629960,1538572629956,1538572629971,1538572629928,43
1538572630081,1538572630102,1538572630100,1538572630013,89
1538572642250,1538572642250,1538572642249,1538572642237,13
1538572642257,1538572642263,1538572642263,1538572642256,7
1538572651062,1538572651063,1538572651062,1538572651062,1
1538572662116,1538572662169,1538572662171,1538572662116,55
1538572662846,1538572662846,1538572662846,1538572662846,0
1538572691969,1538572691968,1538572691968,1538572691931,38
1538572698188,1538572698210,1538572698126,1538572698128,84
1538572713553,1538572713542,1538572713541,1538572713542,12
1538572721522,1538572721522,1538572721520,1538572721522,2
1538572762998,1538572762999,1538572762998,1538572762995,4
1538572763013,1538572763013,1538572763013,1538572763013,0
1538572763017,1538572763017,1538572763017,1538572763017,0
1538572763057,1538572763022,1538572763051,1538572763029,35
1538572792800,1538572792803,1538572792782,1538572792803,21
1538572798335,1538572798336,1538572798335,1538572798335,1
1538572798398,1538572798393,1538572798340,1538572798409,69
1538572798986,1538572798986,1538572798986,1538572798986,0
1538572798992,1538572798992,1538572798992,1538572798992,0
1538572799493,1538572799493,1538572799493,1538572799493,0
1538572799500,1538572799500,1538572799500,1538572799500,0
1538572799516,1538572799512,1538572799515,1538572799507,9
1538572799537,1538572799537,1538572799537,1538572799524,13
1538572799576,1538572799594,1538572799576,1538572799587,18
1538572799598,1538572799600,1538572799598,1538572799607,9
1538572799612,1538572799612,1538572799614,1538572799628,16
1538572801798,1538572801892,1538572801798,1538572801787,105
1538572827411,1538572827415,1538572827415,1538572827409,6
1538572840912,1538572840918,1538572840965,1538572840958,53
1538572843911,1538572843825,1538572843911,1538572843893,86
1538572851568,1538572851566,1538572851489,1538572851571,82
1538572853287,1538572853303,1538572853286,1538572853272,31
1538572855318,1538572855311,1538572855276,1538572855255,63
1538572856578,1538572856557,1538572856622,1538572856620,65
1538572860537,1538572860593,1538572860514,1538572860590,79
1538572862326,1538572862274,1538572862321,1538572862335,61
1538572864542,1538572864538,1538572864541,1538572864537,5
1538572866514,1538572866524,1538572866515,1538572866511,13
1538572866533,1538572866556,1538572866531,1538572866529,27
1538572868529,1538572868476,1538572868547,1538572868540,71
1538572870727,1538572870721,1538572870723,1538572870666,61
1538572881984,1538572881969,1538572881921,1538572881984,63
1538572883662,1538572883618,1538572883661,1538572883661,44
1538572889056,1538572889054,1538572889053,1538572889053,3
1538572892378,1538572892439,1538572892447,1538572892428,69
1538572896599,1538572896608,1538572896593,1538572896585,23
1538572896619,1538572896613,1538572896716,1538572896710,103
1538572896779,1538572896736,1538572896780,1538572896763,44
1538572896801,1538572896803,1538572896800,1538572896801,3
1538572898634,1538572898645,1538572898709,1538572898627,82
1538572901612,1538572901612,1538572901532,1538572901547,80
1538572906820,1538572906820,1538572906751,1538572906820,69
1538572909640,1538572909641,1538572909639,1538572909639,2
1538572911390,1538572911357,1538572911408,1538572911341,67
1538572924976,1538572924976,1538572924976,1538572924952,24
1538572926749,1538572926704,1538572926743,1538572926685,64
1538572929634,1538572929601,1538572929599,1538572929599,35
1538572931412,1538572931411,1538572931330,1538572931406,82
1538572934115,1538572934113,1538572934112,1538572934113,3
1538572936611,1538572936664,1538572936659,1538572936610,54
1538572938135,1538572938187,1538572938196,1538572938288,153
1538572941430,1538572941432,1538572941436,1538572941430,6
1538572941458,1538572941459,1538572941453,1538572941443,16
1538572943079,1538572943079,1538572943079,1538572943079,0
1538572945162,1538572945152,1538572945153,1538572945152,10
1538572945395,1538572945397,1538572945389,1538572945388,9
1538572945763,1538572945754,1538572945762,1538572945753,10
1538572945777,1538572945771,1538572945774,1538572945769,8
1538572945795,1538572945791,1538572945793,1538572945805,14
1538572947283,1538572947282,1538572947279,1538572947282,4
1538572948642,1538572948640,1538572948642,1538572948639,3
1538572959076,1538572959141,1538572959076,1538572959133,65
1538572970150,1538572970150,1538572970156,1538572970156,6
1538572975774,1538572975774,1538572975774,1538572975774,0
1538572975788,1538572975795,1538572975793,1538572975788,7
1538572975807,1538572975811,1538572975812,1538572975806,6
1538572975848,1538572975853,1538572975854,1538572975846,8
1538572983797,1538572983797,1538572983723,1538572983776,74
1538572985331,1538572985331,1538572985401,1538572985350,70
1538572999530,1538572999612,1538572999534,1538572999610,82
1538573003131,1538573003120,1538573003208,1538573003120,88
1538573003357,1538573003312,1538573003315,1538573003377,65
1538573004011,1538573004011,1538573004011,1538573004012,1
1538573004017,1538573004017,1538573004017,1538573004017,0
1538573054829,1538573054829,1538573054821,1538573054840,19
1538573055334,1538573055337,1538573055334,1538573055337,3
1538573079830,1538573079817,1538573079740,1538573079845,105
1538573113241,1538573113232,1538573113232,1538573113232,9
1538573174618,1538573174570,1538573174557,1538573174639,82
1538573294252,1538573294331,1538573294329,1538573294245,86
1538573295164,1538573295088,1538573295129,1538573295111,76
1538573324141,1538573324142,1538573324142,1538573324153,12
1538573326460,1538573326514,1538573326541,1538573326541,81
1538573326616,1538573326611,1538573326613,1538573326627,16
1538573387025,1538573387026,1538573387016,1538573387016,10
1538573407246,1538573407190,1538573407248,1538573407245,58
1538573434450,1538573434379,1538573434466,1538573434466,87
1538573435994,1538573436082,1538573436019,1538573436004,88
1538573505878,1538573505875,1538573505880,1538573505875,5
1538573505915,1538573505916,1538573505912,1538573505910,6
1538573659155,1538573659164,1538573659151,1538573659157,13
1538573659250,1538573659270,1538573659251,1538573659265,20
1538573661512,1538573661579,1538573661510,1538573661572,69
1538573661694,1538573661585,1538573661687,1538573661680,109
1538573661712,1538573661706,1538573661706,1538573661722,16
1538573682755,1538573682672,1538573682755,1538573682755,83
1538573729519,1538573729649,1538573729496,1538573729569,153
1538573802692,1538573802681,1538573802702,1538573802692,21
1538573821949,1538573821953,1538573822026,1538573822015,77
1538573822796,1538573822888,1538573822790,1538573822788,100
1538573824200,1538573824222,1538573824205,1538573824220,22
1538573839652,1538573839568,1538573839652,1538573839551,101
1538573880464,1538573880388,1538573880473,1538573880453,85
1538573893318,1538573893249,1538573893249,1538573893275,69
1538573894671,1538573894715,1538573894720,1538573894661,59
1538573900573,1538573900569,1538573900573,1538573900586,17
1538573900608,1538573900599,1538573900608,1538573900608,9
1538573900638,1538573900627,1538573900630,1538573900626,12
1538573902091,1538573902072,1538573902096,1538573902091,24
1538573902198,1538573902194,1538573902196,1538573902201,7
1538573907535,1538573907626,1538573907607,1538573907613,91
1538573945390,1538573945332,1538573945396,1538573945319,77
1538573946211,1538573946226,1538573946220,1538573946211,15
1538654759300,1538654759298,1538654759302,1538654759298,4
1538654759322,1538654759322,1538654759322,1538654759322,0
1538654759325,1538654759325,1538654759325,1538654759325,0
1538654759329,1538654759329,1538654759329,1538654759329,0
1538654759333,1538654759333,1538654759333,1538654759333,0
1538654759338,1538654759338,1538654759338,1538654759338,0
1538654759342,1538654759342,1538654759343,1538654759342,1
1538654762567,1538654762511,1538654762552,1538654762552,56
1538654762592,1538654762636,1538654762625,1538654762576,60
1538654762649,1538654762648,1538654762664,1538654762654,16
1538654763105,1538654763098,1538654763088,1538654763074,31
1538654763428,1538654763428,1538654763428,1538654763428,0
1538654763436,1538654763436,1538654763436,1538654763436,0
1538654763449,1538654763444,1538654763443,1538654763451,8
1538654763470,1538654763466,1538654763464,1538654763470,6
1538654763492,1538654763488,1538654763484,1538654763495,11
1538654763536,1538654763527,1538654763523,1538654763538,15
1538654763557,1538654763548,1538654763547,1538654763553,10
1538654763640,1538654763648,1538654763643,1538654763648,8
1538654763678,1538654763666,1538654763683,1538654763673,17
1538654763715,1538654763730,1538654763723,1538654763770,55
1538654764126,1538654764118,1538654764118,1538654764118,8
1538654764137,1538654764135,1538654764136,1538654764138,3
1538654764154,1538654764155,1538654764148,1538654764154,7
1538654764175,1538654764169,1538654764164,1538654764171,11
1538654764193,1538654764187,1538654764183,1538654764190,10
1538654764214,1538654764216,1538654764223,1538654764223,9
1538654764324,1538654764315,1538654764305,1538654764323,19
1538654764339,1538654764348,1538654764339,1538654764339,9
1538654764443,1538654764427,1538654764426,1538654764431,17
1538654764455,1538654764467,1538654764465,1538654764450,17
1538654764491,1538654764488,1538654764484,1538654764488,7
1538654764599,1538654764590,1538654764583,1538654764598,16
1538654764703,1538654764793,1538654764704,1538654764794,91
1538654764837,1538654764833,1538654764845,1538654764846,13
1538654764856,1538654764856,1538654764867,1538654764856,11
1538654764875,1538654764875,1538654764885,1538654764875,10
1538654764898,1538654764897,1538654764896,1538654764895,3
1538654764912,1538654764907,1538654764907,1538654764920,13
1538654765182,1538654765173,1538654765191,1538654765175,18
1538654765195,1538654765195,1538654765207,1538654765195,12
1538654765215,1538654765228,1538654765232,1538654765232,17
1538654765599,1538654765596,1538654765599,1538654765599,3
1538654765608,1538654765608,1538654765608,1538654765608,0
1538654765614,1538654765613,1538654765613,1538654765613,1
1538654768508,1538654768507,1538654768508,1538654768507,1
1538654768514,1538654768513,1538654768514,1538654768514,1
1538654768632,1538654768651,1538654768642,1538654768655,23
1538654777162,1538654777152,1538654777141,1538654777152,21
1538654777175,1538654777169,1538654777168,1538654777175,7
1538654780316,1538654780342,1538654780342,1538654780316,26
1538654780346,1538654780346,1538654780346,1538654780346,0
1538654780789,1538654780790,1538654780789,1538654780790,1
1538654780795,1538654780795,1538654780795,1538654780796,1
1538654780800,1538654780800,1538654780800,1538654780800,0
1538654781022,1538654781014,1538654781005,1538654781015,17
1538654781031,1538654781026,1538654781026,1538654781031,5
1538654781052,1538654781046,1538654781043,1538654781050,9
1538654781131,1538654781151,1538654781141,1538654781130,21
1538654781155,1538654781171,1538654781161,1538654781155,16
1538654781176,1538654781189,1538654781182,1538654781176,13
1538654793353,1538654793353,1538654793353,1538654793353,0
1538654793357,1538654793357,1538654793357,1538654793357,0
1538654797954,1538654797954,1538654797954,1538654797954,0
1538654799184,1538654799169,1538654799168,1538654799168,16
1538654799189,1538654799189,1538654799189,1538654799189,0
1538654799194,1538654799205,1538654799199,1538654799209,15
1538654799296,1538654799295,1538654799285,1538654799288,11
1538654799315,1538654799311,1538654799305,1538654799307,10
1538654799336,1538654799328,1538654799325,1538654799327,11
1538654799352,1538654799350,1538654799344,1538654799350,8
1538654799461,1538654799452,1538654799444,1538654799448,17
1538654799474,1538654799475,1538654799465,1538654799474,10
1538654799623,1538654799488,1538654799606,1538654799607,135
1538654799633,1538654799628,1538654799628,1538654799633,5
1538654819705,1538654819693,1538654819662,1538654819706,44
1538654844514,1538654844513,1538654844492,1538654844511,22
1538654851042,1538654851045,1538654851045,1538654851045,3
1538654885347,1538654885346,1538654885347,1538654885346,1
1538654890371,1538654890376,1538654890369,1538654890374,7
1538654890381,1538654890381,1538654890381,1538654890381,0
1538654892928,1538654892928,1538654892928,1538654892928,0
1538654903879,1538654903879,1538654903880,1538654903877,3
1538654903888,1538654903891,1538654903888,1538654903891,3
1538654903910,1538654903911,1538654903898,1538654903896,15
1538654904328,1538654904327,1538654904302,1538654904289,39
1538654904475,1538654904331,1538654904463,1538654904475,144
1538654904906,1538654904898,1538654904883,1538654904898,23
1538654906071,1538654905988,1538654906026,1538654906028,83
1538654906253,1538654906275,1538654906263,1538654906254,22
1538654906292,1538654906285,1538654906283,1538654906278,14
1538654909859,1538654909859,1538654909881,1538654909818,63
1538654910022,1538654909995,1538654910000,1538654909990,32
1538654910074,1538654910071,1538654910085,1538654910050,35
1538654911168,1538654911154,1538654911180,1538654911111,69
1538654922391,1538654922390,1538654922391,1538654922391,1
1538654925142,1538654925142,1538654925112,1538654925112,30
1538654925213,1538654925146,1538654925206,1538654925207,67
1538654935108,1538654935108,1538654935153,1538654935146,45
1538654935699,1538654935715,1538654935702,1538654935706,16
1538654935790,1538654935925,1538654935924,1538654935909,135
1538654935939,1538654935946,1538654935941,1538654935931,15
1538654936553,1538654936552,1538654936553,1538654936553,1
1538654936556,1538654936556,1538654936556,1538654936556,0
1538654936559,1538654936559,1538654936559,1538654936559,0
1538654936659,1538654936589,1538654936642,1538654936629,70
1538654953374,1538654953367,1538654953343,1538654953368,31
1538654953389,1538654953387,1538654953381,1538654953386,8
1538654964828,1538654964831,1538654964831,1538654964832,4
1538654964845,1538654964850,1538654964846,1538654964846,5
1538654964856,1538654964858,1538654964859,1538654964859,3
1538654964876,1538654964865,1538654964875,1538654964866,11
1538654964889,1538654964887,1538654964896,1538654964887,9
1538654964930,1538654964926,1538654964938,1538654964928,12
1538654964971,1538654964964,1538654964959,1538654964969,12
1538654964978,1538654964983,1538654964981,1538654964987,9
1538654965010,1538654965023,1538654965020,1538654965012,13
1538654965030,1538654965034,1538654965042,1538654965027,15
1538654965051,1538654965047,1538654965060,1538654965047,13
1538654965071,1538654965066,1538654965080,1538654965068,14
1538654965093,1538654965084,1538654965101,1538654965094,17
1538654965110,1538654965110,1538654965119,1538654965110,9
1538654965128,1538654965125,1538654965139,1538654965126,14
1538654965151,1538654965149,1538654965160,1538654965149,11
1538654965168,1538654965167,1538654965180,1538654965166,14
1538654965189,1538654965210,1538654965200,1538654965210,21
1538654965216,1538654965225,1538654965224,1538654965226,10
1538654965248,1538654965248,1538654965260,1538654965270,22
1538654965282,1538654965310,1538654965282,1538654965353,71
1538654965359,1538654965370,1538654965363,1538654965368,11
1538654965377,1538654965385,1538654965378,1538654965387,10
1538654965393,1538654965406,1538654965397,1538654965408,15
1538654965413,1538654965427,1538654965422,1538654965429,16
1538654965449,1538654965467,1538654965463,1538654965468,19
1538654965491,1538654965486,1538654965479,1538654965488,12
1538654965510,1538654965526,1538654965519,1538654965529,19
1538654965835,1538654965835,1538654965835,1538654965835,0
1538654966262,1538654966261,1538654966261,1538654966262,1
1538654966267,1538654966267,1538654966267,1538654966268,1
1538654966398,1538654966410,1538654966399,1538654966390,20
1538654966415,1538654966425,1538654966420,1538654966415,10
1538654966431,1538654966447,1538654966439,1538654966431,16
1538654966456,1538654966465,1538654966457,1538654966458,9
1538654966557,1538654966561,1538654966558,1538654966549,12
1538654966569,1538654966584,1538654966576,1538654966570,15
1538654966593,1538654966606,1538654966595,1538654966601,13
1538654966612,1538654966623,1538654966614,1538654966612,11
1538654966738,1538654966729,1538654966713,1538654966729,25
1538654966749,1538654966747,1538654966747,1538654966749,2
1538654966986,1538654966966,1538654966986,1538654966969,20
1538654966992,1538654966991,1538654966997,1538654966991,6
1538654967013,1538654967003,1538654967017,1538654967008,14
1538654983850,1538654983851,1538654983908,1538654983874,58
1538654997590,1538654997643,1538654997583,1538654997590,60
1538654997692,1538654997682,1538654997699,1538654997686,17
1538654997708,1538654997704,1538654997721,1538654997729,25
1538654997734,1538654997743,1538654997740,1538654997749,15
1538654999103,1538654999101,1538654999103,1538654999110,9
1538655006964,1538655006964,1538655006905,1538655006928,59
1538655007160,1538655007180,1538655007160,1538655007179,20
1538655007331,1538655007387,1538655007359,1538655007349,56
1538655021127,1538655021127,1538655021178,1538655021127,51
1538655021638,1538655021638,1538655021638,1538655021638,0
1538655040357,1538655040344,1538655040340,1538655040347,17
1538655040372,1538655040361,1538655040361,1538655040375,14
1538655040391,1538655040383,1538655040378,1538655040386,13
1538655041296,1538655041299,1538655041299,1538655041297,3
1538655049711,1538655049711,1538655049712,1538655049712,1
1538655053437,1538655053380,1538655053380,1538655053434,57
1538655081657,1538655081651,1538655081599,1538655081643,58
1538655085965,1538655085865,1538655085863,1538655085865,102
1538655091268,1538655091268,1538655091268,1538655091268,0
1538655091979,1538655091910,1538655091911,1538655091964,69
1538655092152,1538655092145,1538655092144,1538655092145,8
1538655098543,1538655098549,1538655098549,1538655098543,6
1538655098735,1538655098562,1538655098565,1538655098609,173
1538655098788,1538655098792,1538655098783,1538655098737,55
1538655104503,1538655104494,1538655104456,1538655104463,47
1538655105192,1538655105193,1538655105193,1538655105192,1
1538655105196,1538655105196,1538655105196,1538655105196,0
1538655105202,1538655105202,1538655105202,1538655105202,0
1538655105215,1538655105210,1538655105214,1538655105214,5
1538655105220,1538655105225,1538655105220,1538655105220,5
1538655105245,1538655105266,1538655105257,1538655105264,21
1538655105934,1538655105951,1538655105924,1538655105926,27
1538655108696,1538655108700,1538655108681,1538655108681,19
1538655108809,1538655108703,1538655108807,1538655108807,106
1538655119028,1538655118924,1538655118981,1538655119000,104
1538655119108,1538655119103,1538655119076,1538655119103,32
1538655119129,1538655119124,1538655119117,1538655119124,12
1538655131660,1538655131606,1538655131645,1538655131605,55
1538655133637,1538655133637,1538655133630,1538655133636,7
1538655133820,1538655133825,1538655133820,1538655133824,5
1538655133830,1538655133841,1538655133838,1538655133844,14
1538655133905,1538655133899,1538655133898,1538655133944,46
1538655134095,1538655134082,1538655134078,1538655134083,17
1538655134109,1538655134104,1538655134099,1538655134107,10
1538655134126,1538655134124,1538655134118,1538655134133,15
1538655134148,1538655134141,1538655134136,1538655134144,12
1538655134375,1538655134365,1538655134361,1538655134365,14
1538655134395,1538655134396,1538655134392,1538655134395,4
1538655134408,1538655134406,1538655134399,1538655134408,9
1538655139539,1538655139479,1538655139548,1538655139506,69
1538655141457,1538655141457,1538655141457,1538655141424,33
1538655144873,1538655144861,1538655144861,1538655144844,29
1538655169713,1538655169755,1538655169735,1538655169723,42
1538655169858,1538655169846,1538655169858,1538655169848,12
1538655169873,1538655169873,1538655169878,1538655169873,5
1538655170314,1538655170314,1538655170314,1538655170314,0
1538655170353,1538655170327,1538655170337,1538655170343,26
1538655170371,1538655170369,1538655170369,1538655170369,2
1538655174897,1538655175129,1538655174986,1538655175104,232
1538655175792,1538655175757,1538655175756,1538655175757,36
1538655178825,1538655178824,1538655178828,1538655178828,4
1538655178841,1538655178842,1538655178842,1538655178842,1
1538655179072,1538655179024,1538655179058,1538655179065,48
1538655185272,1538655185274,1538655185274,1538655185273,2
1538655186218,1538655186296,1538655186259,1538655186271,78
1538655186655,1538655186612,1538655186634,1538655186646,43
1538655186676,1538655186676,1538655186676,1538655186676,0
1538655186686,1538655186684,1538655186684,1538655186685,2
1538655191049,1538655190960,1538655190959,1538655190963,90
1538655194024,1538655194047,1538655194038,1538655194042,23
1538655194557,1538655194557,1538655194557,1538655194557,0
1538655194562,1538655194562,1538655194562,1538655194562,0
1538655194647,1538655194682,1538655194676,1538655194663,35
1538655194731,1538655194762,1538655194757,1538655194760,31
1538655195844,1538655195842,1538655195737,1538655195744,107
1538655199065,1538655199050,1538655198977,1538655199043,88
1538655200665,1538655200678,1538655200674,1538655200697,32
1538655200772,1538655200762,1538655200759,1538655200763,13
1538655200974,1538655200948,1538655200954,1538655200963,26
1538655201232,1538655201203,1538655201217,1538655201226,29
1538655206894,1538655206988,1538655206970,1538655206983,94
1538655208138,1538655208124,1538655208124,1538655208124,14
1538655208532,1538655208543,1538655208536,1538655208531,12
1538655211718,1538655211657,1538655211658,1538655211665,61
1538655220701,1538655220602,1538655220598,1538655220602,103
1538655221072,1538655221074,1538655221073,1538655221072,2
1538655223162,1538655223199,1538655223115,1538655223143,84
1538655225855,1538655225770,1538655225756,1538655225843,99
1538655225865,1538655225861,1538655225858,1538655225866,8
1538655225888,1538655225883,1538655225877,1538655225885,11
1538655226851,1538655226851,1538655226851,1538655226851,0
1538655226974,1538655226984,1538655226975,1538655226960,24
1538655227461,1538655227461,1538655227461,1538655227461,0
1538655227466,1538655227466,1538655227466,1538655227466,0
1538655227469,1538655227469,1538655227469,1538655227469,0
1538655227675,1538655227687,1538655227685,1538655227687,12
1538655227693,1538655227702,1538655227696,1538655227702,9
1538655227705,1538655227718,1538655227715,1538655227723,18
1538655227997,1538655227983,1538655227977,1538655227997,20
1538655228028,1538655228003,1538655228014,1538655228003,25
1538655238702,1538655238716,1538655238655,1538655238632,84
1538655240075,1538655240062,1538655240065,1538655240061,14
1538655247124,1538655247126,1538655247124,1538655247124,2
1538655247234,1538655247129,1538655247220,1538655247221,105
1538655247248,1538655247242,1538655247240,1538655247242,8
1538655254848,1538655254783,1538655254824,1538655254761,87
1538655257146,1538655257156,1538655257156,1538655257165,19
1538655257249,1538655257243,1538655257239,1538655257247,10
1538655257265,1538655257269,1538655257267,1538655257266,4
1538655257461,1538655257460,1538655257461,1538655257447,14
1538655257527,1538655257523,1538655257517,1538655257500,27
1538655257551,1538655257542,1538655257537,1538655257545,14
1538655257596,1538655257581,1538655257577,1538655257580,19
1538655257973,1538655257972,1538655257972,1538655257973,1
1538655257976,1538655257976,1538655257976,1538655257976,0
